NO,SubNo,分類,スキルカテゴリ,サブカテゴリ,スキルレベル,チェック項目,BZ,DE,必須 スキル,変更内容,column_12,SubNo_2023,スキルレベル_2023,チェック項目_2023,AI活用 （削除予定）,AI活用 タイプ （削除予定）,column_19,column_20,column_21,column_22,column_23,column_24,column_25,column_26,column_27,version,sheet,source_url
145,7,解析技術,モデル化,回帰・分類,★★,目的変数が正規分布に従わない場合や、データに階層性がある場合に対応するため、一般化線形モデル（GLM）や一般化線形混合モデル（GLMM）を選択・構築できる,,,,修正,,7,★★,一般化線形モデル (GLM) および一般化線形混合モデル（GLMM）を用いて分布形状に応じたモデルを構築できる,,,,,,,,,,,,6.00,新旧対応（データサイエンス力）,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
146,8,解析技術,モデル化,回帰・分類,★★,ロジスティック回帰分析において回帰係数とオッズ比の関係について説明できる,,,,,,9,★★,ロジスティック回帰分析において回帰係数とオッズ比の関係について説明できる,,,,,,,,,,,,6.00,新旧対応（データサイエンス力）,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
147,9,解析技術,モデル化,回帰・分類,★★,ロジスティック回帰分析を行う際に、最小二乗法ではなく最尤法を使う際の利点（回帰誤差が近似的に正規分布しなくても適用できるなど）を説明し、適用できる,,,,,,10,★★,ロジスティック回帰分析を行う際に、最小二乗法ではなく最尤法を使う際の利点（回帰誤差が近似的に正規分布しなくても適用できるなど）を説明し、適用できる,,,,,,,,,,,,6.00,新旧対応（データサイエンス力）,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
148,10,解析技術,モデル化,回帰・分類,★★,生存時間分析において、打ち切りデータを考慮し、Cox回帰（比例ハザードモデル）を用いてイベント発生リスク（ハザード比）を推定するモデルを構築できる,,,,修正,,11,★★,Cox回帰（比例ハザードモデル）を用いて対象イベントの発生確率を予測する生存分析モデルを構築できる,,,,,,,,,,,,6.00,新旧対応（データサイエンス力）,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
149,11,解析技術,モデル化,回帰・分類,★★,対象の個体差やグループ毎の差が認められるデータに対し、階層ベイズモデルの構築ができる,,,,,,12,★★,対象の個体差やグループ毎の差が認められるデータに対し、階層ベイズモデルの構築ができる,,,,,,,,,,,,6.00,新旧対応（データサイエンス力）,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
150,12,解析技術,モデル化,回帰・分類,★★,分析手法やデータの特性に応じて、必要な変数加工（標準化、ダミー変数化、交互作用項の作成）や非線形変換などを設計・実施できる,,,,修正,,13,★★,予測アルゴリズムに応じ、必要な変数加工処理を設計し、実施できる（標準化やダミー変数化など、採用したアルゴリズムに適した変数加工）,,,,,,,,,,,,6.00,新旧対応（データサイエンス力）,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
151,13,解析技術,モデル化,回帰・分類,★★★,対象データの分布を確認し、分布形状に適合した計算式の非線形回帰モデルを構築できる,,,,,,8,★★★,対象データの分布を確認し、分布形状に適合した計算式の非線形回帰モデルを構築できる,,,,,,,,,,,,6.00,新旧対応（データサイエンス力）,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
152,14,解析技術,モデル化,回帰・分類,★★★,予測モデル構築において頑健性（Robustness）を維持するための具体的な方法を設計、実施できる,,,◯,,,14,★★★,予測モデル構築において頑健性（Robustness）を維持するための具体的な方法を設計、実施できる,,,,,,,,,,,,6.00,新旧対応（データサイエンス力）,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
153,15,解析技術,モデル化,統計的評価,★,ROC曲線、AUC(Area under the curve)を用いてモデルの精度を評価できる,,,,,,15,★,ROC曲線、AUC(Area under the curve)を用いてモデルの精度を評価できる,,,,,,,,,,,,6.00,新旧対応（データサイエンス力）,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
154,16,解析技術,モデル化,統計的評価,★,混同行列（正誤分布のクロス表）、Accuracy、Precision、Recall、F値、特異度を理解し、精度を評価できる,,,,,,16,★,混同行列（正誤分布のクロス表）、Accuracy、Precision、Recall、F値、特異度を理解し、精度を評価できる,,,,,,,,,,,,6.00,新旧対応（データサイエンス力）,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
155,17,解析技術,モデル化,統計的評価,★,RMSE（Root Mean Square Error）、MAE（Mean Absolute Error）、MAPE（Mean Absolute Percentage Error）、決定係数といった評価尺度を理解し、精度を評価できる,,,◯,,,18,★,RMSE（Root Mean Square Error）、MAE（Mean Absolute Error）、MAPE（Mean Absolute Percentage Error）、決定係数といった評価尺度を理解し、精度を評価できる,,,,,,,,,,,,6.00,新旧対応（データサイエンス力）,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
156,18,解析技術,モデル化,統計的評価,★★,多値分類において、混同行列（正誤分布のクロス表）のAccuracy、Precision、Recall、F値に関するmacro平均、micro平均、重み付き平均を計算し評価できる,,,,,,17,★★,多値分類において、混同行列（正誤分布のクロス表）のAccuracy、Precision、Recall、F値に関するmacro平均、micro平均、重み付き平均を計算し評価できる,,,,,,,,,,,,6.00,新旧対応（データサイエンス力）,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
157,19,解析技術,モデル化,統計的評価,★★,不均衡データ（Imbalanced data）に対する分類モデルの評価尺度を、Precision、Recall、F値、PR（Presicion Recall）曲線、マシューズ相関係数などを用いてビジネス課題に合わせて適切に設定できる,＊,,,,,19,★★,不均衡データ（Imbalanced data）に対する分類モデルの評価尺度を、Precision、Recall、F値、PR（Presicion Recall）曲線、マシューズ相関係数などを用いてビジネス課題に合わせて適切に設定できる,,,,,,,,,,,,6.00,新旧対応（データサイエンス力）,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
158,20,解析技術,モデル化,統計的評価,★★,MSE、AUC、F値などは評価データ全体に対する平均的評価であることを理解し、必要に応じて予測値・誤差の可視化、データの部分集合に対する評価などを実施できる,,,◯,,,21,★★,MSE、AUC、F値などは評価データ全体に対する平均的評価であることを理解し、必要に応じて予測値・誤差の可視化、データの部分集合に対する評価などを実施できる,,,,,,,,,,,,6.00,新旧対応（データサイエンス力）,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
,21,解析技術,モデル化,統計的評価,★★,モデル間で評価指標を比較する際の前提条件を理解している（同一のテストデータを使用、キャリブレーションによるクラス分布の反映、最適な閾値の設定など）,,,,新規,,,,,,,,,,,,,,,,6.00,新旧対応（データサイエンス力）,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
159,22,解析技術,モデル化,統計的評価,★★,予測モデルの出力結果における誤差の分布を理解し、逸脱したデータ点において起きている事象を推察できる,,,,,,22,★★,予測モデルの出力結果における誤差の分布を理解し、逸脱したデータ点において起きている事象を推察できる,,,,,,,,,,,,6.00,新旧対応（データサイエンス力）,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
160,23,解析技術,モデル化,統計的評価,★★★,目的（予測・真のモデル推定など）に応じて、適切な損失関数とモデル選択基準（AIC：赤池情報量規準、BIC：ベイズ情報量規準、MDL：最小記述長など）を選択し、モデル評価ができる,,,,,,20,★★★,目的（予測・真のモデル推定など）に応じて、適切な損失関数とモデル選択基準（AIC：赤池情報量規準、BIC：ベイズ情報量規準、MDL：最小記述長など）を選択し、モデル評価ができる,,,,,,,,,,,,6.00,新旧対応（データサイエンス力）,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
161,24,解析技術,モデル化,機械学習,★,機械学習の手法を3つ以上知っており、それぞれの概要と解決できる問題（回帰・分類・クラスター分析など）を説明できる,,,,2023年の162と統合,,23,★,機械学習の手法を3つ以上知っており、概要を説明できる,,,,,,,,,,,,6.00,新旧対応（データサイエンス力）,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
